id,kategori,context,input_raw,output_formal
LIN0061,lowongan,linkedin,hai kak saya tertarik dengan lowongan yang kakak bagikan,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0062,lowongan,linkedin,hai kak saya tertarik dengan lowongan yang kakak bagikan ya,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0063,lowongan,linkedin,hai kak saya tertarik dengan lowongan yang kakak bagikan mohon arahan,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0064,lowongan,linkedin,hai kak saya tertarik dengan lowongan yang kakak bagikan kalau berkenan,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0065,lowongan,linkedin,hai kak saya tertarik dengan lowongan yang kakak bagikan mohon informasinya,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0066,lowongan,linkedin,hai kak saya tertarik dengan lowongan yang kakak bagikan terima kasih sebelumnya,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0067,lowongan,linkedin,assalamualaikum kak saya tertarik dengan lowongan yang kakak bagikan,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0068,lowongan,linkedin,assalamualaikum kak saya tertarik dengan lowongan yang kakak bagikan ya,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0069,lowongan,linkedin,assalamualaikum kak saya tertarik dengan lowongan yang kakak bagikan mohon arahan,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0070,lowongan,linkedin,assalamualaikum kak saya tertarik dengan lowongan yang kakak bagikan kalau berkenan,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0071,lowongan,linkedin,assalamualaikum kak saya tertarik dengan lowongan yang kakak bagikan mohon informasinya,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0072,lowongan,linkedin,assalamualaikum kak saya tertarik dengan lowongan yang kakak bagikan terima kasih sebelumnya,"Halo Kak, saya tertarik dengan lowongan yang dibagikan dan ingin mengetahui informasi lebih lanjut."
LIN0073,lowongan,linkedin,kak persyaratan untuk posisi itu apa saja,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0074,lowongan,linkedin,kak persyaratan untuk posisi itu apa saja ya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0075,lowongan,linkedin,kak persyaratan untuk posisi itu apa saja mohon arahan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0076,lowongan,linkedin,kak persyaratan untuk posisi itu apa saja kalau berkenan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0077,lowongan,linkedin,kak persyaratan untuk posisi itu apa saja mohon informasinya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0078,lowongan,linkedin,kak persyaratan untuk posisi itu apa saja terima kasih sebelumnya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0079,lowongan,linkedin,halo kak persyaratan untuk posisi itu apa saja,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0080,lowongan,linkedin,halo kak persyaratan untuk posisi itu apa saja ya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0081,lowongan,linkedin,halo kak persyaratan untuk posisi itu apa saja mohon arahan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0082,lowongan,linkedin,halo kak persyaratan untuk posisi itu apa saja kalau berkenan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0083,lowongan,linkedin,halo kak persyaratan untuk posisi itu apa saja mohon informasinya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0084,lowongan,linkedin,halo kak persyaratan untuk posisi itu apa saja terima kasih sebelumnya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0085,lowongan,linkedin,selamat pagi kak persyaratan untuk posisi itu apa saja,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0086,lowongan,linkedin,selamat pagi kak persyaratan untuk posisi itu apa saja ya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0087,lowongan,linkedin,selamat pagi kak persyaratan untuk posisi itu apa saja mohon arahan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0088,lowongan,linkedin,selamat pagi kak persyaratan untuk posisi itu apa saja kalau berkenan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0089,lowongan,linkedin,selamat pagi kak persyaratan untuk posisi itu apa saja mohon informasinya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0090,lowongan,linkedin,selamat pagi kak persyaratan untuk posisi itu apa saja terima kasih sebelumnya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0091,lowongan,linkedin,permisi kak persyaratan untuk posisi itu apa saja,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0092,lowongan,linkedin,permisi kak persyaratan untuk posisi itu apa saja ya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0093,lowongan,linkedin,permisi kak persyaratan untuk posisi itu apa saja mohon arahan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0094,lowongan,linkedin,permisi kak persyaratan untuk posisi itu apa saja kalau berkenan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0095,lowongan,linkedin,permisi kak persyaratan untuk posisi itu apa saja mohon informasinya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0096,lowongan,linkedin,permisi kak persyaratan untuk posisi itu apa saja terima kasih sebelumnya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0097,lowongan,linkedin,hai kak persyaratan untuk posisi itu apa saja,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0098,lowongan,linkedin,hai kak persyaratan untuk posisi itu apa saja ya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0099,lowongan,linkedin,hai kak persyaratan untuk posisi itu apa saja mohon arahan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0100,lowongan,linkedin,hai kak persyaratan untuk posisi itu apa saja kalau berkenan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0101,lowongan,linkedin,hai kak persyaratan untuk posisi itu apa saja mohon informasinya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0102,lowongan,linkedin,hai kak persyaratan untuk posisi itu apa saja terima kasih sebelumnya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0103,lowongan,linkedin,assalamualaikum kak persyaratan untuk posisi itu apa saja,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0104,lowongan,linkedin,assalamualaikum kak persyaratan untuk posisi itu apa saja ya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0105,lowongan,linkedin,assalamualaikum kak persyaratan untuk posisi itu apa saja mohon arahan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0106,lowongan,linkedin,assalamualaikum kak persyaratan untuk posisi itu apa saja kalau berkenan,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0107,lowongan,linkedin,assalamualaikum kak persyaratan untuk posisi itu apa saja mohon informasinya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0108,lowongan,linkedin,assalamualaikum kak persyaratan untuk posisi itu apa saja terima kasih sebelumnya,"Halo Kak, saya ingin menanyakan persyaratan yang dibutuhkan untuk posisi tersebut."
LIN0109,networking,linkedin,kak saya ingin terhubung karena tertarik dengan karier kakak,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0110,networking,linkedin,kak saya ingin terhubung karena tertarik dengan karier kakak ya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0111,networking,linkedin,kak saya ingin terhubung karena tertarik dengan karier kakak mohon arahan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0112,networking,linkedin,kak saya ingin terhubung karena tertarik dengan karier kakak kalau berkenan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0113,networking,linkedin,kak saya ingin terhubung karena tertarik dengan karier kakak mohon informasinya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0114,networking,linkedin,kak saya ingin terhubung karena tertarik dengan karier kakak terima kasih sebelumnya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0115,networking,linkedin,halo kak saya ingin terhubung karena tertarik dengan karier kakak,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0116,networking,linkedin,halo kak saya ingin terhubung karena tertarik dengan karier kakak ya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0117,networking,linkedin,halo kak saya ingin terhubung karena tertarik dengan karier kakak mohon arahan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0118,networking,linkedin,halo kak saya ingin terhubung karena tertarik dengan karier kakak kalau berkenan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0119,networking,linkedin,halo kak saya ingin terhubung karena tertarik dengan karier kakak mohon informasinya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0120,networking,linkedin,halo kak saya ingin terhubung karena tertarik dengan karier kakak terima kasih sebelumnya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0121,networking,linkedin,selamat pagi kak saya ingin terhubung karena tertarik dengan karier kakak,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0122,networking,linkedin,selamat pagi kak saya ingin terhubung karena tertarik dengan karier kakak ya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0123,networking,linkedin,selamat pagi kak saya ingin terhubung karena tertarik dengan karier kakak mohon arahan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0124,networking,linkedin,selamat pagi kak saya ingin terhubung karena tertarik dengan karier kakak kalau berkenan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0125,networking,linkedin,selamat pagi kak saya ingin terhubung karena tertarik dengan karier kakak mohon informasinya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0126,networking,linkedin,selamat pagi kak saya ingin terhubung karena tertarik dengan karier kakak terima kasih sebelumnya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0127,networking,linkedin,permisi kak saya ingin terhubung karena tertarik dengan karier kakak,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0128,networking,linkedin,permisi kak saya ingin terhubung karena tertarik dengan karier kakak ya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0129,networking,linkedin,permisi kak saya ingin terhubung karena tertarik dengan karier kakak mohon arahan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0130,networking,linkedin,permisi kak saya ingin terhubung karena tertarik dengan karier kakak kalau berkenan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0131,networking,linkedin,permisi kak saya ingin terhubung karena tertarik dengan karier kakak mohon informasinya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0132,networking,linkedin,permisi kak saya ingin terhubung karena tertarik dengan karier kakak terima kasih sebelumnya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0133,networking,linkedin,hai kak saya ingin terhubung karena tertarik dengan karier kakak,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0134,networking,linkedin,hai kak saya ingin terhubung karena tertarik dengan karier kakak ya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0135,networking,linkedin,hai kak saya ingin terhubung karena tertarik dengan karier kakak mohon arahan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0136,networking,linkedin,hai kak saya ingin terhubung karena tertarik dengan karier kakak kalau berkenan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0137,networking,linkedin,hai kak saya ingin terhubung karena tertarik dengan karier kakak mohon informasinya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0138,networking,linkedin,hai kak saya ingin terhubung karena tertarik dengan karier kakak terima kasih sebelumnya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0139,networking,linkedin,assalamualaikum kak saya ingin terhubung karena tertarik dengan karier kakak,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0140,networking,linkedin,assalamualaikum kak saya ingin terhubung karena tertarik dengan karier kakak ya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0141,networking,linkedin,assalamualaikum kak saya ingin terhubung karena tertarik dengan karier kakak mohon arahan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0142,networking,linkedin,assalamualaikum kak saya ingin terhubung karena tertarik dengan karier kakak kalau berkenan,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0143,networking,linkedin,assalamualaikum kak saya ingin terhubung karena tertarik dengan karier kakak mohon informasinya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0144,networking,linkedin,assalamualaikum kak saya ingin terhubung karena tertarik dengan karier kakak terima kasih sebelumnya,"Halo Kak, saya ingin terhubung karena tertarik untuk belajar dari perjalanan karier Kakak."
LIN0145,networking,linkedin,kak boleh minta waktu sharing sebentar,"Halo Kak, apabila berkenan, saya ingin meminta waktu singkat untuk berdiskusi atau sharing."
LIN0146,networking,linkedin,kak boleh minta waktu sharing sebentar ya,"Halo Kak, apabila berkenan, saya ingin meminta waktu singkat untuk berdiskusi atau sharing."
LIN0147,networking,linkedin,kak boleh minta waktu sharing sebentar mohon arahan,"Halo Kak, apabila berkenan, saya ingin meminta waktu singkat untuk berdiskusi atau sharing."
LIN0148,networking,linkedin,kak boleh minta waktu sharing sebentar kalau berkenan,"Halo Kak, apabila berkenan, saya ingin meminta waktu singkat untuk berdiskusi atau sharing."
LIN0149,networking,linkedin,kak boleh minta waktu sharing sebentar mohon informasinya,"Halo Kak, apabila berkenan, saya ingin meminta waktu singkat untuk berdiskusi atau sharing."
LIN0150,networking,linkedin,kak boleh minta waktu sharing sebentar terima kasih sebelumnya,"Halo Kak, apabila berkenan, saya ingin meminta waktu singkat untuk berdiskusi atau sharing."
EML0001,lamaran,email_lamaran,saya ingin melamar kerja di perusahaan ini,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0002,lamaran,email_lamaran,saya ingin melamar kerja di perusahaan ini mohon informasinya,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0003,lamaran,email_lamaran,saya ingin melamar kerja di perusahaan ini terima kasih,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0004,lamaran,email_lamaran,saya ingin melamar kerja di perusahaan ini sebagai bahan pertimbangan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0005,lamaran,email_lamaran,saya ingin melamar kerja di perusahaan ini apabila berkenan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0006,lamaran,email_lamaran,saya ingin melamar kerja di perusahaan ini mohon izin,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0007,lamaran,email_lamaran,selamat pagi saya ingin melamar kerja di perusahaan ini,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0008,lamaran,email_lamaran,selamat pagi saya ingin melamar kerja di perusahaan ini mohon informasinya,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0009,lamaran,email_lamaran,selamat pagi saya ingin melamar kerja di perusahaan ini terima kasih,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0010,lamaran,email_lamaran,selamat pagi saya ingin melamar kerja di perusahaan ini sebagai bahan pertimbangan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0011,lamaran,email_lamaran,selamat pagi saya ingin melamar kerja di perusahaan ini apabila berkenan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0012,lamaran,email_lamaran,selamat pagi saya ingin melamar kerja di perusahaan ini mohon izin,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0013,lamaran,email_lamaran,selamat siang saya ingin melamar kerja di perusahaan ini,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0014,lamaran,email_lamaran,selamat siang saya ingin melamar kerja di perusahaan ini mohon informasinya,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0015,lamaran,email_lamaran,selamat siang saya ingin melamar kerja di perusahaan ini terima kasih,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0016,lamaran,email_lamaran,selamat siang saya ingin melamar kerja di perusahaan ini sebagai bahan pertimbangan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0017,lamaran,email_lamaran,selamat siang saya ingin melamar kerja di perusahaan ini apabila berkenan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0018,lamaran,email_lamaran,selamat siang saya ingin melamar kerja di perusahaan ini mohon izin,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0019,lamaran,email_lamaran,kepada yth saya ingin melamar kerja di perusahaan ini,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0020,lamaran,email_lamaran,kepada yth saya ingin melamar kerja di perusahaan ini mohon informasinya,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0021,lamaran,email_lamaran,kepada yth saya ingin melamar kerja di perusahaan ini terima kasih,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0022,lamaran,email_lamaran,kepada yth saya ingin melamar kerja di perusahaan ini sebagai bahan pertimbangan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0023,lamaran,email_lamaran,kepada yth saya ingin melamar kerja di perusahaan ini apabila berkenan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0024,lamaran,email_lamaran,kepada yth saya ingin melamar kerja di perusahaan ini mohon izin,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0025,lamaran,email_lamaran,dear hrd saya ingin melamar kerja di perusahaan ini,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0026,lamaran,email_lamaran,dear hrd saya ingin melamar kerja di perusahaan ini mohon informasinya,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0027,lamaran,email_lamaran,dear hrd saya ingin melamar kerja di perusahaan ini terima kasih,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0028,lamaran,email_lamaran,dear hrd saya ingin melamar kerja di perusahaan ini sebagai bahan pertimbangan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0029,lamaran,email_lamaran,dear hrd saya ingin melamar kerja di perusahaan ini apabila berkenan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0030,lamaran,email_lamaran,dear hrd saya ingin melamar kerja di perusahaan ini mohon izin,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0031,lamaran,email_lamaran,halo bapak ibu saya ingin melamar kerja di perusahaan ini,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0032,lamaran,email_lamaran,halo bapak ibu saya ingin melamar kerja di perusahaan ini mohon informasinya,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0033,lamaran,email_lamaran,halo bapak ibu saya ingin melamar kerja di perusahaan ini terima kasih,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0034,lamaran,email_lamaran,halo bapak ibu saya ingin melamar kerja di perusahaan ini sebagai bahan pertimbangan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0035,lamaran,email_lamaran,halo bapak ibu saya ingin melamar kerja di perusahaan ini apabila berkenan,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0036,lamaran,email_lamaran,halo bapak ibu saya ingin melamar kerja di perusahaan ini mohon izin,"Dengan hormat, saya bermaksud mengajukan lamaran pekerjaan pada posisi yang tersedia di perusahaan ini."
EML0037,lamaran,email_lamaran,saya ingin melamar posisi digital marketing,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0038,lamaran,email_lamaran,saya ingin melamar posisi digital marketing mohon informasinya,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0039,lamaran,email_lamaran,saya ingin melamar posisi digital marketing terima kasih,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0040,lamaran,email_lamaran,saya ingin melamar posisi digital marketing sebagai bahan pertimbangan,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0041,lamaran,email_lamaran,saya ingin melamar posisi digital marketing apabila berkenan,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0042,lamaran,email_lamaran,saya ingin melamar posisi digital marketing mohon izin,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0043,lamaran,email_lamaran,selamat pagi saya ingin melamar posisi digital marketing,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0044,lamaran,email_lamaran,selamat pagi saya ingin melamar posisi digital marketing mohon informasinya,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0045,lamaran,email_lamaran,selamat pagi saya ingin melamar posisi digital marketing terima kasih,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0046,lamaran,email_lamaran,selamat pagi saya ingin melamar posisi digital marketing sebagai bahan pertimbangan,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0047,lamaran,email_lamaran,selamat pagi saya ingin melamar posisi digital marketing apabila berkenan,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0048,lamaran,email_lamaran,selamat pagi saya ingin melamar posisi digital marketing mohon izin,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0049,lamaran,email_lamaran,selamat siang saya ingin melamar posisi digital marketing,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0050,lamaran,email_lamaran,selamat siang saya ingin melamar posisi digital marketing mohon informasinya,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0051,lamaran,email_lamaran,selamat siang saya ingin melamar posisi digital marketing terima kasih,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0052,lamaran,email_lamaran,selamat siang saya ingin melamar posisi digital marketing sebagai bahan pertimbangan,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0053,lamaran,email_lamaran,selamat siang saya ingin melamar posisi digital marketing apabila berkenan,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0054,lamaran,email_lamaran,selamat siang saya ingin melamar posisi digital marketing mohon izin,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0055,lamaran,email_lamaran,kepada yth saya ingin melamar posisi digital marketing,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0056,lamaran,email_lamaran,kepada yth saya ingin melamar posisi digital marketing mohon informasinya,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0057,lamaran,email_lamaran,kepada yth saya ingin melamar posisi digital marketing terima kasih,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0058,lamaran,email_lamaran,kepada yth saya ingin melamar posisi digital marketing sebagai bahan pertimbangan,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0059,lamaran,email_lamaran,kepada yth saya ingin melamar posisi digital marketing apabila berkenan,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0060,lamaran,email_lamaran,kepada yth saya ingin melamar posisi digital marketing mohon izin,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
EML0061,lamaran,email_lamaran,dear hrd saya ingin melamar posisi digital marketing,"Dengan hormat, saya bermaksud mengajukan lamaran untuk posisi Digital Marketing."
